transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday
T0010026,C029674,18-25,Male,Chicago,Returning,P7010,Books,103.56,20,82.85,3,248.55,Mobile Wallet,2025-11-27,11,0,0
T0010027,C011216,46-55,Male,Miami,Loyal,P5964,Clothing,21.11,20,16.89,1,16.89,Cash,2025-11-26,3,0,0
T0010028,C021423,36-45,Other,San Francisco,New,P3214,Clothing,203.97,20,163.18,2,326.36,Cash,2025-11-28,14,0,1
T0010029,C025091,46-55,Female,Houston,New,P8818,Home & Kitchen,860.83,35,559.54,1,559.54,Debit Card,2025-11-26,16,0,0
T0010030,C015495,56+,Other,Dallas,Loyal,P7677,Home & Kitchen,428.57,25,321.43,3,964.29,PayPal,2025-11-29,20,1,0
T0010031,C001394,56+,Female,New York,New,P6131,Beauty,123.62,10,111.26,1,111.26,Credit Card,2025-11-25,11,0,0
T0010032,C018681,18-25,Male,Phoenix,Loyal,P2868,Footwear,72.51,25,54.38,1,54.38,Cash,2025-12-01,23,0,0
T0010033,C001169,36-45,Other,Miami,New,P7419,Books,14.2,5,13.49,1,13.49,Cash,2025-11-28,18,0,1
T0010034,C000305,46-55,Other,Chicago,Returning,P1661,Clothing,246.94,25,185.2,2,370.4,Mobile Wallet,2025-11-29,8,1,0
T0010035,C030263,56+,Male,Phoenix,Loyal,P4460,Beauty,207.32,20,165.86,1,165.86,Mobile Wallet,2025-11-28,7,0,1
T0010036,C018637,56+,Male,Seattle,VIP,P6848,Books,31.48,25,23.61,1,23.61,Cash,2025-11-26,11,0,0
T0010037,C008590,36-45,Male,Seattle,Returning,P1448,Clothing,248.72,20,198.98,1,198.98,PayPal,2025-11-30,21,1,0
T0010038,C026399,26-35,Other,Dallas,New,P1934,Accessories,188.41,10,169.57,1,169.57,Debit Card,2025-12-01,1,0,0
T0010039,C002426,46-55,Male,Chicago,Returning,P9423,Electronics,829.07,50,414.54,1,414.54,PayPal,2025-11-25,7,0,0
T0010040,C034962,56+,Male,Atlanta,Returning,P7571,Accessories,398.17,25,298.63,1,298.63,Cash,2025-11-27,3,0,0
T0010041,C034572,46-55,Female,Phoenix,Returning,P8802,Groceries,142.8,30,99.96,4,399.84,Gift Card,2025-11-28,16,0,1
T0010042,C002564,26-35,Male,Dallas,Returning,P6006,Books,78.04,25,58.53,1,58.53,Debit Card,2025-11-25,17,0,0
T0010043,C022112,18-25,Other,San Francisco,Loyal,P5877,Footwear,284.57,20,227.66,1,227.66,Debit Card,2025-12-01,18,0,0
T0010044,C001067,56+,Male,Los Angeles,Loyal,P8132,Groceries,173.32,50,86.66,2,173.32,PayPal,2025-11-27,13,0,0
T0010045,C004552,18-25,Male,Houston,Returning,P3229,Beauty,237.67,40,142.6,1,142.6,Mobile Wallet,2025-11-26,2,0,0
T0010046,C030795,46-55,Other,Houston,VIP,P7077,Beauty,159.64,30,111.75,1,111.75,Debit Card,2025-11-30,23,1,0
T0010047,C006234,18-25,Female,Chicago,Returning,P8127,Clothing,45.46,30,31.82,1,31.82,Gift Card,2025-11-24,10,0,0
T0010048,C027203,46-55,Female,New York,Loyal,P6346,Groceries,74.0,20,59.2,2,118.4,Debit Card,2025-11-26,6,0,0
T0010049,C019727,26-35,Other,Dallas,VIP,P4135,Clothing,56.86,35,36.96,1,36.96,PayPal,2025-11-25,14,0,0
T0010050,C018002,56+,Male,Los Angeles,New,P3190,Books,18.98,40,11.39,2,22.78,Cash,2025-12-01,1,0,0
T0010051,C020788,46-55,Male,Los Angeles,Returning,P1518,Beauty,247.39,20,197.91,4,791.64,Mobile Wallet,2025-12-01,23,0,0
T0010052,C022664,18-25,Other,Atlanta,Returning,P4576,Electronics,584.42,35,379.87,3,1139.61,Cash,2025-11-28,10,0,1
T0010053,C026237,56+,Female,San Francisco,VIP,P9454,Beauty,187.1,35,121.62,1,121.62,Debit Card,2025-11-30,16,1,0
T0010054,C005228,18-25,Male,New York,Returning,P5597,Home & Kitchen,943.62,30,660.53,1,660.53,Credit Card,2025-11-26,17,0,0
T0010055,C020525,56+,Other,Miami,New,P4531,Toys,152.5,30,106.75,1,106.75,Debit Card,2025-11-24,10,0,0
T0010056,C032363,46-55,Female,San Francisco,Loyal,P6620,Footwear,31.48,25,23.61,1,23.61,Gift Card,2025-12-01,9,0,0
T0010057,C003085,18-25,Male,Chicago,New,P5384,Groceries,146.9,25,110.18,1,110.18,PayPal,2025-11-26,14,0,0
T0010058,C025778,56+,Male,Houston,VIP,P1318,Clothing,286.58,20,229.26,1,229.26,Debit Card,2025-11-29,1,1,0
T0010059,C019559,46-55,Other,Seattle,Loyal,P8225,Toys,233.22,20,186.58,4,746.32,PayPal,2025-11-27,10,0,0
T0010060,C029792,56+,Male,Atlanta,Returning,P5464,Toys,163.29,30,114.3,1,114.3,Credit Card,2025-11-28,18,0,1
T0010061,C032332,46-55,Female,Houston,VIP,P4848,Accessories,297.89,5,283.0,1,283.0,Debit Card,2025-12-01,2,0,0
T0010062,C007957,56+,Male,Atlanta,New,P5656,Sports,111.89,25,83.92,1,83.92,PayPal,2025-11-27,18,0,0
T0010063,C024505,36-45,Female,Dallas,New,P5974,Accessories,442.91,35,287.89,2,575.78,Mobile Wallet,2025-11-30,7,1,0
T0010064,C006734,18-25,Male,Miami,New,P2459,Accessories,302.53,25,226.9,5,1134.5,Debit Card,2025-11-29,8,1,0
T0010065,C001920,36-45,Female,Chicago,Returning,P8540,Footwear,109.41,25,82.06,1,82.06,Gift Card,2025-11-27,6,0,0
T0010066,C014682,18-25,Male,Chicago,New,P9940,Home & Kitchen,143.01,35,92.96,1,92.96,Debit Card,2025-11-25,4,0,0
T0010067,C003135,46-55,Male,Dallas,New,P9295,Beauty,74.24,20,59.39,1,59.39,Cash,2025-12-01,10,0,0
T0010068,C000682,26-35,Male,Phoenix,New,P1236,Accessories,385.43,25,289.07,1,289.07,Debit Card,2025-11-24,21,0,0
T0010069,C009093,36-45,Female,Chicago,Loyal,P1784,Books,114.85,35,74.65,2,149.3,PayPal,2025-11-28,23,0,1
T0010070,C006891,26-35,Male,San Francisco,Loyal,P8949,Beauty,66.02,35,42.91,1,42.91,PayPal,2025-11-26,23,0,0
T0010071,C021159,56+,Other,New York,Returning,P2147,Home & Kitchen,388.89,30,272.22,1,272.22,Mobile Wallet,2025-12-01,12,0,0
T0010072,C028553,36-45,Female,San Francisco,Loyal,P4008,Clothing,245.54,40,147.32,2,294.64,Credit Card,2025-11-29,5,1,0
T0010073,C014834,36-45,Female,New York,New,P2144,Sports,442.58,35,287.68,1,287.68,PayPal,2025-11-26,9,0,0
T0010074,C011154,18-25,Female,Dallas,New,P1362,Beauty,39.65,10,35.68,1,35.68,Mobile Wallet,2025-11-30,10,1,0
T0010075,C005769,56+,Other,Seattle,Returning,P8395,Groceries,182.55,20,146.04,2,292.08,Credit Card,2025-11-27,4,0,0
T0010076,C012528,26-35,Male,New York,Returning,P2676,Footwear,104.9,20,83.92,1,83.92,Cash,2025-11-25,10,0,0
T0010077,C024175,26-35,Other,Dallas,Returning,P5138,Toys,232.72,40,139.63,1,139.63,Gift Card,2025-11-24,23,0,0
T0010078,C000324,56+,Male,Phoenix,Loyal,P2249,Clothing,202.32,20,161.86,1,161.86,Mobile Wallet,2025-11-28,11,0,1
T0010079,C003441,26-35,Other,Seattle,Loyal,P9896,Home & Kitchen,575.15,25,431.36,2,862.72,Mobile Wallet,2025-11-30,3,1,0
T0010080,C017019,18-25,Other,Atlanta,New,P3451,Accessories,52.83,20,42.26,3,126.78,PayPal,2025-12-01,20,0,0
T0010081,C002824,56+,Female,San Francisco,New,P4388,Books,107.65,20,86.12,1,86.12,PayPal,2025-11-26,11,0,0
T0010082,C007262,26-35,Other,Los Angeles,New,P9744,Books,65.99,10,59.39,3,178.17,PayPal,2025-11-26,5,0,0
T0010083,C003146,18-25,Female,Dallas,New,P7784,Sports,85.67,20,68.54,1,68.54,Debit Card,2025-11-24,5,0,0
T0010084,C019942,56+,Female,Chicago,New,P1647,Home & Kitchen,585.26,35,380.42,1,380.42,Credit Card,2025-11-26,8,0,0
T0010085,C004918,18-25,Female,Los Angeles,New,P5307,Clothing,49.07,25,36.8,1,36.8,Mobile Wallet,2025-11-26,22,0,0
T0010086,C017284,26-35,Female,Chicago,Loyal,P3543,Groceries,77.87,20,62.3,1,62.3,Gift Card,2025-11-25,1,0,0
T0010087,C021583,18-25,Male,San Francisco,VIP,P1930,Toys,44.3,10,39.87,1,39.87,Debit Card,2025-11-30,4,1,0
T0010088,C024875,26-35,Male,Chicago,Loyal,P2140,Accessories,138.46,50,69.23,2,138.46,Mobile Wallet,2025-11-24,22,0,0
T0010089,C017689,46-55,Male,Miami,New,P1873,Footwear,289.64,35,188.27,1,188.27,Credit Card,2025-11-26,14,0,0
T0010090,C011164,46-55,Other,Miami,VIP,P1374,Electronics,696.62,35,452.8,1,452.8,Credit Card,2025-12-01,2,0,0
T0010091,C009029,36-45,Female,San Francisco,Returning,P7810,Electronics,1649.23,30,1154.46,1,1154.46,Debit Card,2025-11-29,6,1,0
T0010092,C030193,26-35,Female,San Francisco,New,P6298,Accessories,122.86,30,86.0,2,172.0,Cash,2025-11-24,12,0,0
T0010093,C007858,26-35,Other,Houston,Returning,P5952,Clothing,192.53,10,173.28,1,173.28,Cash,2025-11-26,2,0,0
T0010094,C008277,18-25,Female,New York,VIP,P9098,Accessories,374.65,35,243.52,3,730.56,Credit Card,2025-11-29,18,1,0
T0010095,C020928,18-25,Female,Houston,Loyal,P4852,Home & Kitchen,146.37,15,124.41,1,124.41,Gift Card,2025-11-24,7,0,0
T0010096,C009700,46-55,Female,Seattle,Returning,P6019,Electronics,2142.24,20,1713.79,1,1713.79,Debit Card,2025-11-29,12,1,0
T0010097,C027086,36-45,Other,Chicago,New,P1974,Sports,549.93,15,467.44,1,467.44,Credit Card,2025-11-24,16,0,0
T0010098,C029281,36-45,Male,Houston,Returning,P7228,Home & Kitchen,462.52,10,416.27,1,416.27,Credit Card,2025-11-28,5,0,1
T0010099,C008020,18-25,Male,Phoenix,Returning,P2438,Electronics,2212.23,30,1548.56,1,1548.56,Cash,2025-11-24,19,0,0
T0010100,C034195,36-45,Other,Chicago,VIP,P8109,Groceries,27.64,25,20.73,1,20.73,Debit Card,2025-11-24,1,0,0
T0010101,C034577,36-45,Female,Los Angeles,Loyal,P5931,Toys,133.37,40,80.02,1,80.02,Cash,2025-12-01,11,0,0
T0010102,C015763,26-35,Female,Atlanta,Returning,P9548,Books,23.53,20,18.82,2,37.64,Credit Card,2025-11-28,15,0,1
T0010103,C031322,26-35,Other,San Francisco,New,P2833,Home & Kitchen,1154.46,25,865.84,1,865.84,Gift Card,2025-12-01,9,0,0
T0010104,C032120,26-35,Other,New York,New,P9388,Books,94.04,15,79.93,1,79.93,Credit Card,2025-11-24,22,0,0
T0010105,C018386,46-55,Female,Houston,Loyal,P9353,Books,76.3,35,49.6,1,49.6,Mobile Wallet,2025-11-29,16,1,0
T0010106,C021097,56+,Female,Phoenix,Returning,P9215,Electronics,317.21,35,206.19,1,206.19,Cash,2025-11-29,18,1,0
T0010107,C031635,26-35,Other,Seattle,New,P8498,Home & Kitchen,219.81,30,153.87,1,153.87,Credit Card,2025-11-25,7,0,0
T0010108,C014801,36-45,Male,Seattle,Returning,P5481,Toys,111.65,40,66.99,2,133.98,Gift Card,2025-11-26,14,0,0
T0010109,C006017,46-55,Other,Atlanta,Returning,P4689,Groceries,49.41,25,37.06,1,37.06,Mobile Wallet,2025-11-25,12,0,0
T0010110,C017290,18-25,Male,Dallas,VIP,P2690,Beauty,84.67,20,67.74,3,203.22,Debit Card,2025-12-01,3,0,0
T0010111,C019415,46-55,Female,Atlanta,Returning,P6123,Sports,581.68,35,378.09,1,378.09,Credit Card,2025-11-27,15,0,0
T0010112,C005427,26-35,Male,New York,Returning,P8723,Books,97.19,30,68.03,3,204.09,Mobile Wallet,2025-11-24,16,0,0
T0010113,C023135,18-25,Other,Houston,VIP,P8447,Toys,30.3,25,22.72,2,45.44,PayPal,2025-11-30,14,1,0
T0010114,C015885,46-55,Male,Atlanta,Loyal,P3610,Footwear,47.94,30,33.56,1,33.56,Gift Card,2025-11-29,4,1,0
T0010115,C013494,46-55,Male,New York,New,P4325,Footwear,44.67,35,29.04,2,58.08,Credit Card,2025-11-26,0,0,0
T0010116,C005113,26-35,Female,New York,Returning,P6878,Beauty,182.68,25,137.01,1,137.01,Debit Card,2025-11-28,1,0,1
T0010117,C004925,46-55,Female,Phoenix,Returning,P3291,Beauty,133.28,40,79.97,1,79.97,PayPal,2025-11-29,6,1,0
T0010118,C032415,26-35,Female,Miami,VIP,P2353,Beauty,45.52,10,40.97,2,81.94,PayPal,2025-11-26,4,0,0
T0010119,C003950,46-55,Other,Phoenix,New,P4252,Sports,565.0,5,536.75,2,1073.5,Gift Card,2025-11-26,22,0,0
T0010120,C013925,26-35,Female,Seattle,VIP,P3883,Sports,136.47,35,88.71,1,88.71,Debit Card,2025-11-24,8,0,0
T0010121,C000861,26-35,Female,Los Angeles,Returning,P2141,Groceries,145.77,30,102.04,4,408.16,Debit Card,2025-11-26,12,0,0
T0010122,C014165,36-45,Male,Phoenix,Loyal,P1619,Books,119.83,30,83.88,1,83.88,Debit Card,2025-12-01,2,0,0
T0010123,C030681,56+,Male,Houston,Returning,P7621,Clothing,297.35,10,267.62,1,267.62,Cash,2025-11-28,18,0,1
T0010124,C025236,46-55,Male,San Francisco,New,P7551,Footwear,228.19,10,205.37,1,205.37,PayPal,2025-11-29,17,1,0
T0010125,C012316,36-45,Male,Phoenix,Loyal,P5934,Electronics,509.79,10,458.81,1,458.81,Debit Card,2025-11-28,15,0,1
T0010126,C031959,56+,Other,Phoenix,New,P8784,Electronics,2483.11,20,1986.49,1,1986.49,Cash,2025-11-28,9,0,1
T0010127,C006851,56+,Female,Miami,Loyal,P6469,Beauty,184.42,25,138.32,1,138.32,PayPal,2025-11-27,5,0,0
T0010128,C022312,26-35,Male,Miami,Returning,P5001,Accessories,415.19,15,352.91,1,352.91,Cash,2025-12-01,13,0,0
T0010129,C013675,18-25,Male,Los Angeles,Returning,P8409,Footwear,344.03,35,223.62,2,447.24,Gift Card,2025-12-01,5,0,0
T0010130,C034580,46-55,Male,Chicago,Loyal,P8715,Clothing,76.9,35,49.99,2,99.98,Mobile Wallet,2025-12-01,5,0,0
T0010131,C033681,18-25,Male,Chicago,Loyal,P8719,Clothing,110.21,20,88.17,1,88.17,Cash,2025-12-01,9,0,0
T0010132,C020537,46-55,Female,Miami,Returning,P6687,Electronics,727.94,25,545.96,1,545.96,Debit Card,2025-12-01,8,0,0
T0010133,C020436,36-45,Female,Atlanta,New,P8482,Accessories,495.57,15,421.23,1,421.23,Debit Card,2025-11-26,22,0,0
T0010134,C029755,56+,Other,Chicago,Returning,P4121,Clothing,203.25,10,182.92,1,182.92,Debit Card,2025-11-28,1,0,1
T0010135,C010093,26-35,Other,Los Angeles,Returning,P1945,Footwear,129.38,20,103.5,1,103.5,Gift Card,2025-11-30,23,1,0
T0010136,C033064,56+,Male,Atlanta,New,P6944,Books,47.59,50,23.8,2,47.6,PayPal,2025-11-26,11,0,0
T0010137,C006925,36-45,Male,Dallas,New,P7341,Toys,141.68,20,113.34,1,113.34,Debit Card,2025-12-01,6,0,0
T0010138,C008524,56+,Male,Dallas,Returning,P3310,Accessories,224.92,15,191.18,2,382.36,Cash,2025-11-25,1,0,0
T0010139,C014339,36-45,Male,Dallas,VIP,P2233,Clothing,68.6,25,51.45,1,51.45,PayPal,2025-11-25,0,0,0
T0010140,C023832,46-55,Female,Houston,Returning,P1162,Accessories,429.68,30,300.78,1,300.78,Credit Card,2025-11-30,5,1,0
T0010141,C025270,36-45,Male,Atlanta,Returning,P5155,Accessories,388.47,35,252.51,1,252.51,Debit Card,2025-11-25,9,0,0
T0010142,C029651,18-25,Female,Miami,New,P8902,Books,110.07,30,77.05,3,231.15,Mobile Wallet,2025-12-01,12,0,0
T0010143,C033651,18-25,Female,San Francisco,Returning,P8851,Footwear,198.17,40,118.9,1,118.9,Debit Card,2025-11-30,7,1,0
T0010144,C013306,46-55,Other,Chicago,New,P2720,Electronics,1729.15,15,1469.78,1,1469.78,Gift Card,2025-11-26,17,0,0
T0010145,C026228,46-55,Female,Houston,Returning,P8027,Books,91.71,25,68.78,2,137.56,Gift Card,2025-11-28,16,0,1
T0010146,C012318,46-55,Male,Dallas,New,P8968,Clothing,186.4,15,158.44,1,158.44,Mobile Wallet,2025-11-24,20,0,0
T0010147,C004499,26-35,Other,Seattle,Returning,P3737,Beauty,178.99,10,161.09,1,161.09,Debit Card,2025-12-01,11,0,0
T0010148,C018209,18-25,Female,Dallas,Loyal,P7703,Books,66.42,5,63.1,5,315.5,Debit Card,2025-11-27,21,0,0
T0010149,C027728,18-25,Other,New York,Returning,P4775,Beauty,105.87,25,79.4,3,238.2,Cash,2025-11-30,10,1,0
T0010150,C010761,26-35,Female,New York,VIP,P4963,Home & Kitchen,1179.89,20,943.91,4,3775.64,PayPal,2025-11-30,17,1,0
T0010151,C020130,46-55,Other,Houston,Returning,P3254,Electronics,1272.22,20,1017.78,1,1017.78,Cash,2025-12-01,4,0,0
T0010152,C006689,36-45,Female,Houston,Loyal,P5916,Footwear,298.13,40,178.88,1,178.88,Mobile Wallet,2025-11-28,15,0,1
T0010153,C009653,56+,Other,Miami,Returning,P9883,Toys,183.43,35,119.23,1,119.23,PayPal,2025-11-29,22,1,0
T0010154,C030210,56+,Other,Seattle,New,P3641,Accessories,143.45,40,86.07,1,86.07,Credit Card,2025-11-24,9,0,0
T0010155,C007024,18-25,Female,San Francisco,VIP,P8937,Beauty,37.1,40,22.26,1,22.26,Cash,2025-11-27,12,0,0
T0010156,C007223,26-35,Other,San Francisco,Returning,P3139,Toys,275.36,35,178.98,1,178.98,Credit Card,2025-11-26,19,0,0
T0010157,C015766,18-25,Other,Atlanta,New,P2961,Toys,107.81,40,64.69,1,64.69,Cash,2025-11-28,1,0,1
T0010158,C001088,26-35,Other,San Francisco,New,P1570,Beauty,80.88,40,48.53,1,48.53,Cash,2025-11-25,6,0,0
T0010159,C030203,26-35,Other,Chicago,New,P6470,Toys,226.69,50,113.34,2,226.68,Mobile Wallet,2025-11-30,13,1,0
T0010160,C012258,56+,Female,Seattle,Loyal,P9570,Accessories,326.53,30,228.57,3,685.71,Debit Card,2025-11-27,1,0,0
T0010161,C017483,26-35,Other,Chicago,New,P7450,Groceries,133.83,35,86.99,1,86.99,Gift Card,2025-11-25,16,0,0
T0010162,C001874,26-35,Male,Seattle,New,P9857,Home & Kitchen,179.78,35,116.86,1,116.86,Cash,2025-11-25,22,0,0
T0010163,C031211,56+,Other,San Francisco,New,P4170,Beauty,69.55,10,62.6,1,62.6,Gift Card,2025-11-24,7,0,0
T0010164,C034793,46-55,Female,Miami,New,P1801,Accessories,252.96,20,202.37,4,809.48,Cash,2025-11-27,23,0,0
T0010165,C029665,56+,Male,San Francisco,Loyal,P9203,Electronics,2191.65,15,1862.9,1,1862.9,Gift Card,2025-11-24,1,0,0
T0010166,C023066,46-55,Female,Atlanta,Returning,P3097,Beauty,112.09,15,95.28,1,95.28,Debit Card,2025-11-29,6,1,0
T0010167,C017405,56+,Female,Atlanta,Loyal,P7472,Accessories,79.49,20,63.59,1,63.59,PayPal,2025-11-28,1,0,1
T0010168,C007755,18-25,Other,New York,New,P1588,Accessories,206.15,20,164.92,1,164.92,Gift Card,2025-11-27,13,0,0
T0010169,C005510,26-35,Male,Dallas,Returning,P2619,Books,38.53,35,25.04,1,25.04,PayPal,2025-11-24,21,0,0
T0010170,C023228,18-25,Male,Seattle,Loyal,P6635,Groceries,198.95,10,179.06,2,358.12,Credit Card,2025-11-29,20,1,0
T0010171,C028278,26-35,Other,Miami,New,P6740,Beauty,100.21,35,65.14,1,65.14,Mobile Wallet,2025-12-01,12,0,0
T0010172,C013898,36-45,Female,Houston,New,P6905,Footwear,226.99,40,136.19,2,272.38,Gift Card,2025-11-28,22,0,1
T0010173,C009872,26-35,Other,Dallas,Loyal,P1555,Accessories,291.62,20,233.3,4,933.2,PayPal,2025-11-29,13,1,0
T0010174,C026014,26-35,Other,Los Angeles,Loyal,P2454,Home & Kitchen,224.85,50,112.42,1,112.42,PayPal,2025-11-26,12,0,0
T0010175,C032912,56+,Male,San Francisco,New,P6951,Books,19.97,15,16.97,1,16.97,Debit Card,2025-11-27,15,0,0
T0010176,C028237,56+,Male,Atlanta,Returning,P6280,Accessories,18.66,40,11.2,1,11.2,Credit Card,2025-11-27,4,0,0
T0010177,C033288,46-55,Other,Houston,Returning,P4470,Beauty,42.98,15,36.53,1,36.53,Credit Card,2025-11-27,20,0,0
T0010178,C021872,56+,Female,New York,Returning,P9356,Clothing,223.47,25,167.6,1,167.6,Debit Card,2025-11-29,9,1,0
T0010179,C003484,46-55,Other,Seattle,Returning,P6133,Accessories,320.0,40,192.0,2,384.0,Credit Card,2025-11-26,6,0,0
T0010180,C028924,26-35,Male,Dallas,Loyal,P4404,Sports,184.74,40,110.84,1,110.84,Credit Card,2025-11-29,16,1,0
T0010181,C017865,56+,Female,San Francisco,New,P2823,Clothing,80.26,20,64.21,1,64.21,Debit Card,2025-11-29,18,1,0
T0010182,C024234,46-55,Male,Dallas,Returning,P4140,Accessories,25.39,10,22.85,2,45.7,Gift Card,2025-11-25,22,0,0
T0010183,C006411,46-55,Other,San Francisco,New,P5967,Toys,92.1,25,69.07,2,138.14,Cash,2025-11-28,18,0,1
T0010184,C003221,36-45,Male,Atlanta,Returning,P9365,Accessories,174.8,50,87.4,1,87.4,Mobile Wallet,2025-11-24,2,0,0
T0010185,C025069,26-35,Male,Houston,Loyal,P7176,Electronics,2182.98,40,1309.79,3,3929.37,Gift Card,2025-11-24,8,0,0
T0010186,C027695,46-55,Male,New York,Returning,P6032,Toys,13.96,35,9.07,1,9.07,Credit Card,2025-11-26,0,0,0
T0010187,C012710,46-55,Male,New York,New,P9062,Beauty,73.34,10,66.01,1,66.01,Cash,2025-11-30,12,1,0
T0010188,C019268,46-55,Female,Miami,VIP,P7207,Home & Kitchen,1144.69,10,1030.22,1,1030.22,Cash,2025-12-01,3,0,0
T0010189,C012416,36-45,Female,Chicago,VIP,P7643,Clothing,258.54,40,155.12,1,155.12,Debit Card,2025-11-24,12,0,0
T0010190,C026391,56+,Male,New York,Returning,P4993,Footwear,312.18,30,218.53,1,218.53,Gift Card,2025-11-29,0,1,0
T0010191,C011577,26-35,Other,Phoenix,Returning,P5506,Books,5.33,15,4.53,1,4.53,Mobile Wallet,2025-11-30,14,1,0
T0010192,C018084,18-25,Male,Atlanta,Loyal,P3011,Home & Kitchen,450.65,40,270.39,1,270.39,Cash,2025-11-26,7,0,0
T0010193,C034706,18-25,Female,Seattle,VIP,P8259,Toys,149.48,20,119.58,1,119.58,Gift Card,2025-11-25,10,0,0
T0010194,C032350,46-55,Other,San Francisco,VIP,P4027,Books,17.39,20,13.91,3,41.73,Credit Card,2025-11-25,20,0,0
T0010195,C033989,46-55,Other,New York,Returning,P2758,Clothing,42.5,50,21.25,2,42.5,Mobile Wallet,2025-11-25,9,0,0
T0010196,C028415,46-55,Male,Miami,New,P2204,Footwear,144.33,25,108.25,3,324.75,Debit Card,2025-11-25,5,0,0
T0010197,C007156,46-55,Other,Seattle,Returning,P6480,Sports,554.05,15,470.94,1,470.94,Credit Card,2025-11-24,1,0,0
T0010198,C003269,46-55,Other,Seattle,VIP,P9745,Sports,252.26,35,163.97,2,327.94,Mobile Wallet,2025-11-28,18,0,1
T0010199,C016315,26-35,Other,San Francisco,Loyal,P8240,Footwear,272.15,30,190.5,2,381.0,Gift Card,2025-12-01,23,0,0
T0010200,C007280,26-35,Female,Los Angeles,New,P3969,Books,73.78,20,59.02,2,118.04,Debit Card,2025-11-27,11,0,0
T0010201,C014391,46-55,Male,Miami,Returning,P1095,Beauty,222.98,25,167.24,4,668.96,Debit Card,2025-11-24,2,0,0
