transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday
T0070060,C021445,18-25,Other,New York,Returning,P5088,Footwear,124.17,10,111.75,1,111.75,Debit Card,2025-11-24,2,0,0
T0070061,C024587,26-35,Male,Chicago,Loyal,P4672,Beauty,173.54,35,112.8,1,112.8,Credit Card,2025-11-26,17,0,0
T0070062,C008260,18-25,Male,Phoenix,New,P3766,Books,15.3,35,9.94,1,9.94,Debit Card,2025-11-28,21,0,1
T0070063,C017521,56+,Female,Seattle,Loyal,P1876,Accessories,472.63,10,425.37,1,425.37,Debit Card,2025-11-26,1,0,0
T0070064,C007377,56+,Other,San Francisco,Returning,P6705,Accessories,91.52,25,68.64,2,137.28,Debit Card,2025-11-30,22,1,0
T0070065,C022732,18-25,Other,Atlanta,Loyal,P2726,Home & Kitchen,174.42,40,104.65,3,313.95,Mobile Wallet,2025-11-28,22,0,1
T0070066,C005422,18-25,Other,Chicago,New,P3465,Accessories,213.14,25,159.85,1,159.85,Gift Card,2025-12-01,21,0,0
T0070067,C030532,36-45,Male,Los Angeles,Returning,P6120,Accessories,262.83,35,170.84,1,170.84,Debit Card,2025-11-28,4,0,1
T0070068,C026326,46-55,Female,Houston,Loyal,P4969,Accessories,318.1,35,206.76,1,206.76,Mobile Wallet,2025-12-01,22,0,0
T0070069,C015385,56+,Female,Los Angeles,Loyal,P5420,Electronics,164.53,15,139.85,1,139.85,Gift Card,2025-11-24,9,0,0
T0070070,C006500,36-45,Female,Atlanta,New,P5483,Clothing,200.56,50,100.28,1,100.28,Debit Card,2025-11-30,18,1,0
T0070071,C011768,56+,Female,Los Angeles,Returning,P6777,Beauty,154.06,20,123.25,1,123.25,PayPal,2025-11-29,10,1,0
T0070072,C030337,56+,Female,Phoenix,New,P3618,Footwear,125.41,25,94.06,1,94.06,Cash,2025-11-29,23,1,0
T0070073,C033970,56+,Male,Atlanta,New,P9744,Groceries,56.9,5,54.05,1,54.05,PayPal,2025-11-24,9,0,0
T0070074,C024905,18-25,Male,Seattle,Returning,P3734,Beauty,22.01,35,14.31,1,14.31,Credit Card,2025-11-28,8,0,1
T0070075,C023981,18-25,Female,Seattle,Loyal,P4810,Home & Kitchen,457.84,30,320.49,1,320.49,Debit Card,2025-11-30,13,1,0
T0070076,C027027,26-35,Female,Los Angeles,VIP,P1436,Accessories,321.27,40,192.76,1,192.76,Credit Card,2025-12-01,5,0,0
T0070077,C033591,18-25,Female,Houston,Loyal,P6541,Books,101.1,15,85.93,1,85.93,Debit Card,2025-11-28,22,0,1
T0070078,C030728,18-25,Female,Phoenix,Loyal,P1453,Groceries,14.23,15,12.1,4,48.4,Debit Card,2025-11-30,1,1,0
T0070079,C025189,26-35,Female,Phoenix,New,P1992,Toys,82.77,20,66.22,1,66.22,Cash,2025-11-30,13,1,0
T0070080,C029774,18-25,Male,Houston,Returning,P8658,Books,7.41,15,6.3,1,6.3,Credit Card,2025-11-27,7,0,0
T0070081,C013260,26-35,Male,Miami,New,P4950,Groceries,53.21,35,34.59,1,34.59,Cash,2025-12-01,18,0,0
T0070082,C030485,26-35,Male,Miami,Returning,P7131,Footwear,59.39,30,41.57,1,41.57,Cash,2025-11-27,21,0,0
T0070083,C023756,36-45,Other,Houston,Returning,P4674,Toys,77.47,15,65.85,3,197.55,Debit Card,2025-11-25,19,0,0
T0070084,C025102,18-25,Other,Dallas,Returning,P8155,Accessories,434.4,40,260.64,1,260.64,Debit Card,2025-12-01,4,0,0
T0070085,C034121,18-25,Male,Phoenix,Loyal,P9920,Home & Kitchen,468.24,10,421.42,1,421.42,PayPal,2025-11-24,22,0,0
T0070086,C002136,46-55,Male,San Francisco,Returning,P5868,Toys,270.15,20,216.12,1,216.12,Mobile Wallet,2025-11-24,0,0,0
T0070087,C033935,46-55,Female,Atlanta,New,P4951,Beauty,215.33,40,129.2,2,258.4,Credit Card,2025-11-25,13,0,0
T0070088,C021127,36-45,Female,Los Angeles,Returning,P6486,Sports,222.75,5,211.61,1,211.61,PayPal,2025-11-26,4,0,0
T0070089,C026743,36-45,Other,Dallas,VIP,P8385,Footwear,238.8,30,167.16,1,167.16,Mobile Wallet,2025-12-01,11,0,0
T0070090,C028605,18-25,Male,Chicago,New,P9625,Footwear,170.82,5,162.28,4,649.12,Debit Card,2025-11-24,16,0,0
T0070091,C022864,26-35,Other,San Francisco,VIP,P6190,Books,99.09,10,89.18,1,89.18,PayPal,2025-11-25,1,0,0
T0070092,C009375,46-55,Female,New York,Loyal,P4647,Books,7.37,30,5.16,1,5.16,Credit Card,2025-11-28,19,0,1
T0070093,C007763,36-45,Female,Phoenix,Returning,P7583,Toys,156.45,10,140.8,1,140.8,Mobile Wallet,2025-11-29,22,1,0
T0070094,C024962,18-25,Other,Houston,Returning,P9247,Toys,92.38,25,69.28,2,138.56,Cash,2025-11-29,10,1,0
T0070095,C014308,56+,Other,Dallas,New,P4026,Clothing,282.51,35,183.63,1,183.63,Debit Card,2025-11-27,7,0,0
T0070096,C019931,36-45,Male,Houston,Returning,P3455,Groceries,143.38,25,107.54,1,107.54,Credit Card,2025-11-27,4,0,0
T0070097,C034453,18-25,Other,San Francisco,Returning,P4327,Home & Kitchen,846.0,40,507.6,1,507.6,Gift Card,2025-11-27,11,0,0
T0070098,C031195,46-55,Other,Phoenix,Returning,P2195,Electronics,2217.54,40,1330.52,1,1330.52,Gift Card,2025-11-28,3,0,1
T0070099,C024813,36-45,Other,San Francisco,Loyal,P3966,Beauty,147.25,35,95.71,1,95.71,Debit Card,2025-11-25,5,0,0
T0070100,C017626,26-35,Male,Phoenix,Returning,P6898,Sports,238.01,40,142.81,2,285.62,Credit Card,2025-11-26,2,0,0
T0070101,C034168,56+,Other,Atlanta,Returning,P1593,Home & Kitchen,658.03,40,394.82,2,789.64,Credit Card,2025-11-25,2,0,0
T0070102,C001561,18-25,Male,San Francisco,Returning,P3036,Footwear,126.78,10,114.1,1,114.1,Gift Card,2025-11-26,10,0,0
T0070103,C008191,18-25,Other,Houston,Loyal,P5707,Sports,73.49,40,44.09,1,44.09,Debit Card,2025-11-30,11,1,0
T0070104,C003371,46-55,Other,Atlanta,Loyal,P5326,Accessories,470.18,40,282.11,1,282.11,Mobile Wallet,2025-11-26,17,0,0
T0070105,C021614,26-35,Male,Dallas,Returning,P2573,Sports,108.75,30,76.12,1,76.12,Debit Card,2025-11-28,11,0,1
T0070106,C007624,56+,Male,Chicago,Loyal,P3787,Toys,175.97,20,140.78,1,140.78,Debit Card,2025-11-25,13,0,0
T0070107,C006083,36-45,Female,Los Angeles,Returning,P5400,Toys,53.05,20,42.44,1,42.44,Credit Card,2025-12-01,12,0,0
T0070108,C033140,46-55,Female,Los Angeles,Loyal,P9068,Books,45.08,30,31.56,1,31.56,PayPal,2025-11-30,12,1,0
T0070109,C018648,46-55,Other,Miami,Returning,P6608,Home & Kitchen,811.56,35,527.51,1,527.51,Credit Card,2025-11-24,16,0,0
T0070110,C009092,56+,Male,Seattle,Returning,P2917,Groceries,51.96,10,46.76,1,46.76,PayPal,2025-11-29,4,1,0
T0070111,C024586,18-25,Male,Chicago,Loyal,P9812,Footwear,146.51,35,95.23,1,95.23,Debit Card,2025-11-28,16,0,1
T0070112,C019950,56+,Male,Atlanta,VIP,P4119,Books,41.42,35,26.92,1,26.92,Mobile Wallet,2025-11-24,22,0,0
T0070113,C008105,56+,Male,Atlanta,VIP,P9114,Sports,585.66,25,439.24,1,439.24,Mobile Wallet,2025-11-24,3,0,0
T0070114,C000315,26-35,Male,Phoenix,Returning,P6684,Footwear,213.95,35,139.07,1,139.07,PayPal,2025-11-25,1,0,0
T0070115,C010287,56+,Female,Chicago,New,P7607,Groceries,133.0,30,93.1,2,186.2,Cash,2025-11-30,22,1,0
T0070116,C009596,46-55,Male,New York,New,P2515,Books,50.23,35,32.65,3,97.95,Cash,2025-11-26,19,0,0
T0070117,C003310,26-35,Male,Dallas,Loyal,P4755,Groceries,26.84,30,18.79,1,18.79,Credit Card,2025-11-28,2,0,1
T0070118,C023968,26-35,Female,Seattle,VIP,P1385,Clothing,69.91,40,41.95,1,41.95,Credit Card,2025-11-30,15,1,0
T0070119,C015684,36-45,Male,San Francisco,Loyal,P5002,Toys,115.29,60,46.12,1,46.12,PayPal,2025-11-30,14,1,0
T0070120,C021108,18-25,Other,Los Angeles,New,P3247,Beauty,152.12,25,114.09,1,114.09,PayPal,2025-11-28,20,0,1
T0070121,C021175,36-45,Female,Houston,New,P3968,Beauty,17.79,20,14.23,1,14.23,PayPal,2025-11-26,23,0,0
T0070122,C031229,56+,Other,Houston,VIP,P6349,Books,27.17,35,17.66,1,17.66,Mobile Wallet,2025-12-01,23,0,0
T0070123,C034291,18-25,Male,San Francisco,Returning,P9596,Footwear,275.3,10,247.77,1,247.77,PayPal,2025-11-28,16,0,1
T0070124,C001406,56+,Female,Los Angeles,VIP,P1348,Toys,193.86,10,174.47,2,348.94,Mobile Wallet,2025-12-01,5,0,0
T0070125,C034925,46-55,Female,San Francisco,New,P3937,Clothing,151.61,50,75.81,1,75.81,PayPal,2025-11-27,8,0,0
T0070126,C014639,18-25,Female,Seattle,VIP,P3863,Electronics,908.02,20,726.42,3,2179.26,Cash,2025-12-01,6,0,0
T0070127,C022703,18-25,Male,Phoenix,VIP,P6751,Accessories,121.36,25,91.02,1,91.02,Debit Card,2025-11-30,12,1,0
T0070128,C008787,18-25,Female,New York,Loyal,P7356,Beauty,224.89,40,134.93,5,674.65,Cash,2025-11-30,8,1,0
T0070129,C024668,18-25,Male,Dallas,Returning,P6743,Books,7.73,15,6.57,1,6.57,PayPal,2025-11-29,6,1,0
T0070130,C011342,26-35,Male,Los Angeles,Returning,P3387,Beauty,58.18,20,46.54,1,46.54,Cash,2025-11-30,14,1,0
T0070131,C029332,36-45,Other,New York,Returning,P5581,Clothing,80.48,25,60.36,3,181.08,PayPal,2025-11-30,5,1,0
T0070132,C016011,36-45,Female,Los Angeles,Loyal,P4338,Groceries,62.84,60,25.14,2,50.28,Credit Card,2025-12-01,19,0,0
T0070133,C011811,46-55,Other,New York,VIP,P7253,Toys,210.17,35,136.61,1,136.61,Cash,2025-11-27,1,0,0
T0070134,C028960,18-25,Other,Phoenix,Loyal,P1233,Electronics,2404.95,30,1683.46,1,1683.46,Debit Card,2025-11-25,0,0,0
T0070135,C025982,18-25,Male,Chicago,Loyal,P1007,Beauty,165.45,25,124.09,1,124.09,PayPal,2025-11-25,15,0,0
T0070136,C001064,46-55,Other,Seattle,Returning,P6548,Accessories,461.38,5,438.31,1,438.31,Credit Card,2025-11-26,4,0,0
T0070137,C028595,18-25,Other,Phoenix,Returning,P2414,Sports,409.55,35,266.21,1,266.21,Gift Card,2025-11-28,9,0,1
T0070138,C029877,36-45,Female,New York,VIP,P3664,Electronics,1552.62,10,1397.36,1,1397.36,PayPal,2025-11-27,14,0,0
T0070139,C002361,36-45,Male,New York,New,P8378,Clothing,147.16,35,95.65,2,191.3,Credit Card,2025-11-26,7,0,0
T0070140,C026080,18-25,Male,New York,VIP,P2300,Books,85.35,15,72.55,1,72.55,Gift Card,2025-11-29,13,1,0
T0070141,C009519,18-25,Other,Houston,Loyal,P1930,Electronics,1439.24,25,1079.43,1,1079.43,Mobile Wallet,2025-11-25,0,0,0
T0070142,C023997,46-55,Other,Houston,Returning,P6880,Groceries,84.34,40,50.6,2,101.2,Mobile Wallet,2025-11-27,18,0,0
T0070143,C000293,56+,Male,Seattle,Returning,P8471,Books,93.96,30,65.77,2,131.54,Mobile Wallet,2025-11-26,23,0,0
T0070144,C005277,26-35,Other,Chicago,New,P7551,Clothing,67.77,25,50.83,1,50.83,Gift Card,2025-11-30,19,1,0
T0070145,C030893,56+,Female,Chicago,Returning,P7521,Clothing,137.37,20,109.9,1,109.9,Mobile Wallet,2025-11-28,9,0,1
T0070146,C010994,46-55,Other,Houston,Loyal,P4419,Footwear,248.59,20,198.87,1,198.87,PayPal,2025-12-01,9,0,0
T0070147,C026437,26-35,Male,Houston,Returning,P9541,Accessories,407.96,50,203.98,1,203.98,Mobile Wallet,2025-11-29,1,1,0
T0070148,C006450,18-25,Male,Houston,Returning,P2257,Books,94.52,15,80.34,1,80.34,Gift Card,2025-11-26,13,0,0
T0070149,C006171,46-55,Male,Chicago,Returning,P4044,Accessories,367.86,30,257.5,2,515.0,Cash,2025-11-29,12,1,0
T0070150,C004008,26-35,Female,Chicago,New,P5930,Books,69.0,15,58.65,1,58.65,Gift Card,2025-11-26,5,0,0
T0070151,C021359,56+,Other,Seattle,Returning,P4779,Home & Kitchen,544.67,30,381.27,1,381.27,Debit Card,2025-11-25,20,0,0
T0070152,C028655,36-45,Male,Phoenix,VIP,P1584,Footwear,321.62,20,257.3,1,257.3,Credit Card,2025-11-24,8,0,0
T0070153,C003938,46-55,Other,Dallas,VIP,P6743,Toys,158.4,10,142.56,1,142.56,Cash,2025-11-28,16,0,1
T0070154,C024660,36-45,Female,Houston,Returning,P6724,Groceries,174.36,20,139.49,1,139.49,Cash,2025-12-01,3,0,0
T0070155,C015565,56+,Other,San Francisco,Returning,P8551,Groceries,47.26,35,30.72,1,30.72,Cash,2025-11-27,10,0,0
T0070156,C011843,18-25,Male,Atlanta,Returning,P3728,Groceries,61.13,35,39.73,1,39.73,Credit Card,2025-11-24,8,0,0
T0070157,C016063,46-55,Other,Seattle,VIP,P4878,Groceries,122.51,20,98.01,1,98.01,PayPal,2025-11-28,6,0,1
T0070158,C009076,56+,Male,New York,New,P1520,Accessories,322.55,50,161.28,3,483.84,Debit Card,2025-11-24,5,0,0
T0070159,C012718,36-45,Male,Chicago,New,P6608,Toys,146.08,10,131.47,1,131.47,Debit Card,2025-11-29,6,1,0
T0070160,C028263,46-55,Female,Atlanta,Returning,P5883,Books,79.88,50,39.94,2,79.88,Mobile Wallet,2025-12-01,11,0,0
T0070161,C032131,18-25,Female,Phoenix,Loyal,P7061,Sports,23.75,40,14.25,1,14.25,Debit Card,2025-11-25,3,0,0
T0070162,C015743,18-25,Male,New York,Returning,P6336,Beauty,73.52,40,44.11,1,44.11,Gift Card,2025-11-26,4,0,0
T0070163,C026200,36-45,Other,Houston,New,P5774,Footwear,206.57,5,196.24,4,784.96,Mobile Wallet,2025-12-01,9,0,0
T0070164,C022290,26-35,Other,New York,Returning,P3060,Home & Kitchen,706.17,20,564.94,2,1129.88,Mobile Wallet,2025-11-28,17,0,1
T0070165,C016750,56+,Male,Dallas,New,P8345,Groceries,56.57,30,39.6,2,79.2,Gift Card,2025-11-26,8,0,0
T0070166,C003127,36-45,Female,Los Angeles,Loyal,P7205,Groceries,198.56,5,188.63,1,188.63,Gift Card,2025-11-24,1,0,0
T0070167,C005372,56+,Female,Houston,Returning,P8026,Sports,59.09,30,41.36,2,82.72,Mobile Wallet,2025-12-01,22,0,0
T0070168,C031236,18-25,Female,Houston,New,P8951,Accessories,248.06,30,173.64,1,173.64,Gift Card,2025-11-30,6,1,0
T0070169,C014027,18-25,Female,Atlanta,Returning,P7521,Groceries,84.92,40,50.95,2,101.9,Credit Card,2025-11-25,13,0,0
T0070170,C007820,26-35,Other,Atlanta,Returning,P3669,Home & Kitchen,848.97,20,679.18,1,679.18,Mobile Wallet,2025-11-30,0,1,0
T0070171,C004570,26-35,Female,San Francisco,Returning,P7979,Home & Kitchen,376.19,40,225.71,1,225.71,PayPal,2025-12-01,13,0,0
T0070172,C005884,18-25,Male,Seattle,Returning,P9915,Beauty,81.71,10,73.54,4,294.16,Mobile Wallet,2025-11-28,6,0,1
T0070173,C011151,18-25,Other,Atlanta,Returning,P7222,Books,27.64,30,19.35,2,38.7,Gift Card,2025-11-30,14,1,0
T0070174,C001481,26-35,Other,Houston,VIP,P2157,Sports,279.21,20,223.37,1,223.37,PayPal,2025-11-29,3,1,0
T0070175,C009288,56+,Male,Atlanta,Returning,P7741,Toys,247.98,35,161.19,2,322.38,Mobile Wallet,2025-11-28,22,0,1
T0070176,C030421,18-25,Female,Dallas,Returning,P3933,Beauty,173.89,25,130.42,1,130.42,PayPal,2025-12-01,15,0,0
T0070177,C011086,26-35,Other,Phoenix,New,P9306,Books,59.59,35,38.73,1,38.73,Gift Card,2025-11-28,5,0,1
T0070178,C011656,36-45,Male,Chicago,Returning,P7614,Beauty,236.96,35,154.02,1,154.02,Cash,2025-12-01,22,0,0
T0070179,C007442,36-45,Other,Chicago,Returning,P3005,Home & Kitchen,1072.56,5,1018.93,5,5094.65,Credit Card,2025-11-28,22,0,1
T0070180,C025845,56+,Other,San Francisco,New,P5963,Clothing,177.85,50,88.92,1,88.92,Cash,2025-11-28,2,0,1
T0070181,C015865,46-55,Male,Phoenix,Loyal,P6140,Home & Kitchen,972.89,10,875.6,1,875.6,Mobile Wallet,2025-11-29,17,1,0
T0070182,C004407,26-35,Other,Seattle,New,P9614,Electronics,367.38,20,293.9,1,293.9,Cash,2025-11-26,23,0,0
T0070183,C032016,36-45,Other,Miami,Returning,P1798,Groceries,183.75,30,128.62,1,128.62,Gift Card,2025-11-24,20,0,0
T0070184,C019358,46-55,Female,San Francisco,Loyal,P1985,Electronics,2271.17,30,1589.82,3,4769.46,PayPal,2025-11-24,8,0,0
T0070185,C006262,18-25,Male,San Francisco,Returning,P8041,Toys,132.69,15,112.79,1,112.79,Credit Card,2025-12-01,13,0,0
T0070186,C014594,26-35,Other,Miami,VIP,P3704,Clothing,287.77,25,215.83,1,215.83,Credit Card,2025-11-27,9,0,0
T0070187,C008403,36-45,Male,Los Angeles,Returning,P4464,Home & Kitchen,205.32,30,143.72,1,143.72,Debit Card,2025-12-01,5,0,0
T0070188,C029506,36-45,Other,San Francisco,Returning,P9325,Books,35.74,25,26.8,1,26.8,Debit Card,2025-12-01,2,0,0
T0070189,C015897,46-55,Female,New York,Returning,P3394,Books,89.53,20,71.62,1,71.62,Credit Card,2025-11-25,14,0,0
T0070190,C014676,46-55,Other,Chicago,New,P9312,Toys,269.28,25,201.96,2,403.92,Debit Card,2025-12-01,1,0,0
T0070191,C018296,56+,Male,New York,Returning,P7683,Footwear,96.69,10,87.02,1,87.02,Cash,2025-12-01,17,0,0
T0070192,C001032,36-45,Other,Los Angeles,New,P8009,Sports,566.99,5,538.64,1,538.64,Debit Card,2025-11-30,14,1,0
T0070193,C021987,26-35,Female,Miami,New,P5941,Footwear,263.85,35,171.5,1,171.5,PayPal,2025-12-01,23,0,0
T0070194,C025889,36-45,Other,Seattle,Loyal,P7685,Toys,281.36,10,253.22,2,506.44,Credit Card,2025-11-26,21,0,0
T0070195,C016018,26-35,Female,Chicago,New,P4863,Sports,241.67,15,205.42,1,205.42,Mobile Wallet,2025-11-28,0,0,1
T0070196,C020986,46-55,Other,Houston,Loyal,P2059,Home & Kitchen,965.18,15,820.4,1,820.4,Credit Card,2025-11-29,19,1,0
T0070197,C019048,56+,Female,Phoenix,Returning,P5528,Clothing,151.53,50,75.76,3,227.28,Cash,2025-11-30,13,1,0
T0070198,C028610,36-45,Male,Los Angeles,Loyal,P6828,Sports,567.9,20,454.32,1,454.32,Debit Card,2025-11-25,18,0,0
T0070199,C012137,46-55,Other,Phoenix,New,P7536,Groceries,35.03,50,17.52,1,17.52,Gift Card,2025-11-30,0,1,0
T0070200,C016358,26-35,Other,Miami,Returning,P4025,Sports,571.5,30,400.05,1,400.05,Credit Card,2025-11-26,13,0,0
